,"Type","Date","Num","Adj","Name","Memo","Account Type","Account","Clr","Split","Debit","Credit","Balance"
,"Sales Receipt","20-08-2024","2859",,"Nzuri Supermarket","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",102.07,"",313319.10
,"Credit Note","21-08-2024","CN01064",,"Muhaya & Rukundo Holdings Ltd","0001.12.00 Zelia Scourer Lemon 24x500g","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable","",151983.00,161336.10
,"Invoice","21-08-2024","MC06062",,"Muhaya & Rukundo Holdings Ltd","0001.12.00 Outer Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",3933.71,"",165269.81
,"Sales Receipt","21-08-2024","2863",,"alhamdulilah shop","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",204.14,"",165473.95
,"Invoice","22-08-2024","MC06067",,"Cash Sales","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",34.02,"",165507.97
,"Credit Note","22-08-2024","CN01066",,"Cash Sales","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable","",34.02,165473.95
,"Sales Receipt","22-08-2024","2868",,"Cash Sales","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",17.01,"",165490.96
,"Sales Receipt","23-08-2024","2877",,"Cash Sales","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",17.01,"",165507.97
,"Sales Receipt","23-08-2024","2881",,"Cash Sales","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",34.02,"",165541.99
,"Sales Receipt","24-08-2024","2887",,"Brightfood Nasra","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",102.07,"",165644.06
,"Invoice","26-08-2024","MC06082",,"SUMM SUPERMARKET LIMITED","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",102.07,"",165746.13
,"Sales Receipt","26-08-2024","2882",,"Cash Sales","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",34.02,"",165780.15
,"Sales Receipt","26-08-2024","2883",,"Cash Sales","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",34.02,"",165814.17
,"Sales Receipt","26-08-2024","2900",,"Al- Zake Shop","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",102.07,"",165916.24
,"Sales Receipt","02-09-2024","3225",,"Purity Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",165964.95
,"Sales Receipt","02-09-2024","2923",,"Blossom Beauty","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",166111.09
,"Sales Receipt","02-09-2024","3001",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",166135.45
,"Sales Receipt","03-09-2024","2930",,"Horn of Africa","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",292.28,"",166427.73
,"Sales Receipt","03-09-2024","2931",,"Jombs wholesalers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",166573.87
,"Sales Receipt","03-09-2024","2922",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",166622.58
,"Invoice","04-09-2024","MC06109",,"ROYMATT SUPERMARKET LIMITED","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",102.10,"",166724.68
,"Sales Receipt","04-09-2024","2937",,"Restoration Traders","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1169.10,"",167893.78
,"Sales Receipt","04-09-2024","3013",,"Ogena Matt","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",121.78,"",168015.56
,"Sales Receipt","04-09-2024","3014",,"Gifted Hands","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",97.43,"",168112.99
,"Sales Receipt","05-09-2024","2948",,"Jam Tower Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",292.28,"",168405.27
,"Sales Receipt","05-09-2024","2967",,"Freshtake wholesalers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",168989.82
,"Sales Receipt","05-09-2024","2952",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",169062.89
,"Sales Receipt","10-09-2024","3015",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",169087.25
,"Sales Receipt","11-09-2024","2994",,"Mutawakal Stores","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",292.28,"",169379.53
,"Sales Receipt","11-09-2024","2999",,"Anab Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",169525.67
,"Sales Receipt","11-09-2024","3011",,"Warfa Wholesale","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",2338.20,"",171863.87
,"Invoice","12-09-2024","MC06147",,"ZAIN SUPERMARKET LIMITED","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",146.14,"",172010.01
,"Sales Receipt","12-09-2024","3021",,"Marwa Tower Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",172594.56
,"Sales Receipt","12-09-2024","2987",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",194.85,"",172789.41
,"Sales Receipt","12-09-2024","3019",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",172813.77
,"Sales Receipt","13-09-2024","3029",,"Omari Store","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",121.78,"",172935.55
,"Sales Receipt","16-09-2024","3039",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",172984.26
,"Sales Receipt","16-09-2024","3047",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",173032.97
,"Sales Receipt","17-09-2024","3050",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",173106.04
,"Invoice","18-09-2024","MC06163",,"MKULIMA WANGIGE SUPERMARKET","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",146.14,"",173252.18
,"Sales Receipt","18-09-2024","3057",,"Jimos Wholesalers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",173398.32
,"Sales Receipt","18-09-2024","3060",,"Faisel Wholesalers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",173982.87
,"Sales Receipt","18-09-2024","3061",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",170.50,"",174153.37
,"Invoice","20-09-2024","MC06179",,"OFFSHORE GLOBAL LOGISTICS LIMITED","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",97.43,"",174250.80
,"Sales Receipt","20-09-2024","3094",,"Duto Rumo Store","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",174275.16
,"Invoice","24-09-2024","MC06194",,"OGENA PRIME DISTRIBUTORS LIMITED","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",121.78,"",174396.94
,"Credit Note","24-09-2024","CN01069",,"OGENA PRIME DISTRIBUTORS LIMITED","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable","",121.78,174275.16
,"Sales Receipt","24-09-2024","3090",,"Elliane Wholesalers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",174421.30
,"Invoice","26-09-2024","MC06205",,"OFFSHORE GLOBAL LOGISTICS LIMITED","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",194.85,"",174616.15
,"Credit Note","27-09-2024","CN01070",,"ROYMATT SUPERMARKET LIMITED","Zelia Scourer Lemon 500g","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable","",102.07,174514.08
,"Invoice","27-09-2024","MC06216",,"QUALITYMART SUPERMARKET LIMITED","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",146.14,"",174660.22
,"Sales Receipt","27-09-2024","3215",,"Supaa Mart","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",175244.77
,"Sales Receipt","27-09-2024","3213",,"DayBreak Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",175317.84
,"Sales Receipt","27-09-2024","3211",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",175342.20
,"Sales Receipt","27-09-2024","3216",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",175390.91
,"Sales Receipt","28-09-2024","3221",,"Bulsho Wholesalers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",175537.05
,"Sales Receipt","02-10-2024","3244",,"B-Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",176121.60
,"Sales Receipt","03-10-2024","3246",,"Fahan Foodstuff","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1169.10,"",177290.70
,"Sales Receipt","03-10-2024","3248",,"Elwak Stores","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",177875.25
,"Sales Receipt","06-10-2024","3184",,"Precious Mart","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",177948.32
,"Sales Receipt","06-10-2024","3422",,"Mikara Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",292.28,"",178240.60
,"Sales Receipt","06-10-2024","3423",,"Jikweri Minimart","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1369.70,"",179610.30
,"Sales Receipt","09-10-2024","3276",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",179634.66
,"Sales Receipt","09-10-2024","3279",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",179683.37
,"Sales Receipt","09-10-2024","3287",,"Baba Ali Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",292.28,"",179975.65
,"Invoice","11-10-2024","MC06251",,"HOPEMART SELF SERVICES LTD","Zelia Scourer Lemon 24x500g Standard  6 Pieces @66.12","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",146.14,"",180121.79
,"Sales Receipt","11-10-2024","3291",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",180170.50
,"Sales Receipt","14-10-2024","3105",,"Faaz Mart","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",180755.05
,"Sales Receipt","14-10-2024","3104",,"Adurus Wholesallers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",181339.60
,"Sales Receipt","15-10-2024","3187",,"Big Fish Minimart","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",181412.67
,"Sales Receipt","16-10-2024","3112",,"Ruksan Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",181997.22
,"Sales Receipt","17-10-2024","3120",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1169.10,"",183166.32
,"Sales Receipt","17-10-2024","3115",,"Corner Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",183750.87
,"Sales Receipt","17-10-2024","3117",,"Freshtake wholesalers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",184335.42
,"Sales Receipt","19-10-2024","3180",,"Witgad Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",184481.56
,"Sales Receipt","22-10-2024","3132",,"Hidika Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",292.28,"",184773.84
,"Sales Receipt","23-10-2024","3151",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",184822.55
,"Sales Receipt","23-10-2024","3139",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",184895.62
,"Sales Receipt","23-10-2024","3142",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",184919.98
,"Sales Receipt","24-10-2024","3149",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",184944.34
,"Sales Receipt","24-10-2024","3701",,"One Stop Minimart","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1083.18,"",186027.52
,"Sales Receipt","25-10-2024","3159",,"Marris Mini mart","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",186100.59
,"Sales Receipt","28-10-2024","3702",,"Adurus Wholesallers","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1083.18,"",187183.77
,"Sales Receipt","28-10-2024","3703",,"Himilo General Store","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1667.73,"",188851.50
,"Sales Receipt","29-10-2024","3704",,"Home Soko Minimart","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",270.80,"",189122.30
,"Sales Receipt","29-10-2024","3705",,"Elliane Wholesalers","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",270.80,"",189393.10
,"Invoice","30-10-2024","MC06322",,"OFFSHORE GLOBAL LOGISTICS LIMITED","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",243.56,"",189636.66
,"Build Assembly","30-10-2024","11809",,,"24443","Cost of Goods Sold","Zelia Scouring Powder","X","-SPLIT-","",949.39,188687.27
,"Sales Receipt","02-11-2024","3707",,"Cheaper Cheap","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1007.47,"",189694.74
,"Sales Receipt","04-11-2024","3430",,"Mabini Minimart","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",292.28,"",189987.02
,"Sales Receipt","04-11-2024","3708",,"Gure Yare Shop","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1592.02,"",191579.04
,"Sales Receipt","04-11-2024","3709",,"Brinso Foodstufs","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",845.83,"",192424.87
,"Sales Receipt","05-11-2024","3713",,"Elwak Minimart","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",845.83,"",193270.70
,"Sales Receipt","05-11-2024","3714",,"Marris Mini mart","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",193343.77
,"Invoice","06-11-2024","MC06335",,"Guard Mart Supermarket Limited","Zelia Scourer Lemon 24x500g Standard  1pc @73.08","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",24.36,"",193368.13
,"Sales Receipt","06-11-2024","3721",,"Towba foodstuffs","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",845.83,"",194213.96
,"Sales Receipt","06-11-2024","3719",,"Adam Boss","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",194798.51
,"Sales Receipt","07-11-2024","3407",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",194822.87
,"Sales Receipt","07-11-2024","3722",,"D-Madina Enterprise","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",2014.93,"",196837.80
,"Sales Receipt","07-11-2024","3457",,"Dylyn Enterprise","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",121.78,"",196959.58
,"Sales Receipt","08-11-2024","3409",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",70.49,"",197030.07
,"Sales Receipt","11-11-2024","3415",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",70.49,"",197100.56
,"Sales Receipt","11-11-2024","3420",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",105.73,"",197206.29
,"Sales Receipt","12-11-2024","3431",,"Cash Sales","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",2797.47,"",200003.76
,"Sales Receipt","12-11-2024","3436",,"Horn of Africa","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",715.20,"",200718.96
,"Sales Receipt","12-11-2024","3437",,"Jombs wholesalers","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",200865.10
,"Sales Receipt","13-11-2024","3441",,"Publix Supermarket","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",211.46,"",201076.56
,"Sales Receipt","14-11-2024","3446",,"One Stop Minimart","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",845.83,"",201922.39
,"Invoice","18-11-2024","MC06372",,"Guard Mart Supermarket Limited","Zelia Scourer Lemon 24x500g Standard  24pc @73.08","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",584.55,"",202506.94
,"Credit Note","18-11-2024","CN01073",,"Guard Mart Supermarket Limited","Zelia Scourer Lemon 24x500g Standard  1pc @73.08","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable","",24.36,202482.58
,"Sales Receipt","18-11-2024","3451",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",35.24,"",202517.82
,"Sales Receipt","18-11-2024","3468",,"Cash Sales","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",72.01,"",202589.83
,"Sales Receipt","18-11-2024","3466",,"Faisel Wholesale","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1007.47,"",203597.30
,"Invoice","19-11-2024","MC06374",,"SUMM SUPERMARKET LIMITED","Zelia Scourer Lemon 24x500g Standard  6Pcs@66","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",146.14,"",203743.44
,"Invoice","19-11-2024","MC06378",,"ROYMATT SUPERMARKET LIMITED","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",357.60,"",204101.04
,"Sales Receipt","20-11-2024","3481",,"Norhani Groceries","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",715.20,"",204816.24
,"Sales Receipt","20-11-2024","3480",,"Burhani Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",2922.75,"",207738.99
,"Sales Receipt","25-11-2024","3763",,"Domie Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",194.85,"",207933.84
,"Sales Receipt","27-11-2024","3739",,"Eugombe Enterprises","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",208518.39
,"Sales Receipt","27-11-2024","3764",,"Molly Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",208664.53
,"Invoice","28-11-2024","MC06426",,"ZAIN SUPERMARKET LIMITED","Zelia Scourer Lemon 12x1Kg  6Pcs @116","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",211.46,"",208875.99
,"Sales Receipt","28-11-2024","3750",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",208949.06
,"Sales Receipt","29-11-2024","3755",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",35.24,"",208984.30
,"Sales Receipt","30-11-2024","3760",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",246.70,"",209231.00
,"Sales Receipt","30-11-2024","AT203",,"Cash Sales","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1007.47,"",210238.47
,"Sales Receipt","30-11-2024","3766",,"Muga Shop","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",715.20,"",210953.67
,"Sales Receipt","02-12-2024","3767",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",24.36,"",210978.03
,"Sales Receipt","02-12-2024","3777",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",35.24,"",211013.27
,"Sales Receipt","02-12-2024","3780",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",35.24,"",211048.51
,"Sales Receipt","02-12-2024","3774",,"Downtown Wholesalers","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",845.83,"",211894.34
,"Sales Receipt","02-12-2024","3775",,"Gacal Wholesale","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1007.47,"",212901.81
,"Sales Receipt","02-12-2024","3776",,"Elwak Stores","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",584.55,"",213486.36
,"Sales Receipt","04-12-2024","3791",,"Gold mart Supermarket","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",292.28,"",213778.64
,"Sales Receipt","05-12-2024","3800",,"Saacid Shop","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",845.83,"",214624.47
,"Invoice","09-12-2024","MC06452",,"DISII TRADERS LTD","Zelia Scourer Lemon 24x500g Standard  12Pcs@66","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",292.28,"",214916.75
,"Invoice","09-12-2024","MC06453",,"Maji Asili Limited","Zelia Scourer Lemon 24x500g Standard  12Pcs@66","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",292.28,"",215209.03
,"Invoice","09-12-2024","MC06456",,"OFFSHORE GLOBAL LOGISTICS LIMITED","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Accounts Receivable",140.97,"",215350.00
,"Sales Receipt","09-12-2024","3316",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",140.97,"",215490.97
,"Sales Receipt","10-12-2024","3321",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",215637.11
,"Sales Receipt","10-12-2024","3329",,"Soimo Mini mart","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",357.60,"",215994.71
,"Sales Receipt","11-12-2024","3339",,"Fahal Wholesalers","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",422.92,"",216417.63
,"Sales Receipt","13-12-2024","3340",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",35.24,"",216452.87
,"Sales Receipt","13-12-2024","3341",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",48.71,"",216501.58
,"Sales Receipt","14-12-2024","3351",,"Hidika Shop","-MULTIPLE-","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",1007.47,"",217509.05
